Rok;Miesiąc;Dzień;Godzina;Temp. 2m [st.C];Wiatr 10m, Prędkość [m/s];Typ Opadu;Wysokość Opadu [mm];Wilgotność względna [%];Długość geograficzna;Szerokość geograficzna
2018;11;01;12;16,294;4,817;;;50;17.049640;51.123614
2018;11;01;13;16,883;4,501;;;48;17.049640;51.123614
2018;11;01;14;17,270;4,141;;;48;17.049640;51.123614
2018;11;01;15;16,863;4,858;;;52;17.049640;51.123614
2018;11;01;16;16,234;5,383;;;55;17.049640;51.123614
2018;11;01;17;15,476;5,250;;;60;17.049640;51.123614
2018;11;01;18;15,286;4,519;;;61;17.049640;51.123614
2018;11;01;19;14,843;4,056;;;62;17.049640;51.123614
2018;11;01;20;14,921;3,328;;;61;17.049640;51.123614
2018;11;01;21;14,876;3,406;;;62;17.049640;51.123614
2018;11;01;22;14,653;3,692;;;64;17.049640;51.123614
2018;11;01;23;14,872;3,966;;;65;17.049640;51.123614
2018;11;02;00;14,955;4,339;;;67;17.049640;51.123614
2018;11;02;01;15,219;4,764;;;68;17.049640;51.123614
2018;11;02;02;15,084;5,033;;;70;17.049640;51.123614
2018;11;02;03;14,741;4,369;;;73;17.049640;51.123614
2018;11;02;04;11,468;0,010;;;82;17.049640;51.123614
2018;11;02;05;10,835;0,994;;;84;17.049640;51.123614
2018;11;02;06;9,996;1,025;;;87;17.049640;51.123614
2018;11;02;07;10,107;1,755;;;89;17.049640;51.123614
2018;11;02;08;9,925;2,348;;;90;17.049640;51.123614
2018;11;02;09;10,403;1,412;;;88;17.049640;51.123614
2018;11;02;10;12,299;1,482;;;76;17.049640;51.123614
2018;11;02;11;13,497;1,413;;;66;17.049640;51.123614
2018;11;02;12;14,391;1,118;;;58;17.049640;51.123614
2018;11;02;13;14,960;0,824;;;54;17.049640;51.123614
2018;11;02;14;15,206;0,681;;;52;17.049640;51.123614
2018;11;02;15;15,148;0,887;;;53;17.049640;51.123614
2018;11;02;16;14,726;1,299;;;57;17.049640;51.123614
2018;11;02;17;13,428;1,774;;;62;17.049640;51.123614
2018;11;02;18;12,300;2,206;;;64;17.049640;51.123614
2018;11;02;19;11,451;2,232;;;67;17.049640;51.123614
2018;11;02;20;10,889;2,097;;;71;17.049640;51.123614
2018;11;02;21;10,909;2,149;;;72;17.049640;51.123614
2018;11;02;22;11,191;1,953;;;71;17.049640;51.123614
2018;11;02;23;11,095;1,245;;;72;17.049640;51.123614
2018;11;03;00;10,361;1,726;płynny;0,49;82;17.049640;51.123614
2018;11;03;01;10,124;2,800;płynny;0,64;86;17.049640;51.123614
2018;11;03;02;9,719;2,753;płynny;0,73;89;17.049640;51.123614
2018;11;03;03;7,787;1,671;płynny;0,79;91;17.049640;51.123614
2018;11;03;04;8,791;3,071;płynny;1,46;92;17.049640;51.123614
2018;11;03;05;8,676;2,504;płynny;1,73;94;17.049640;51.123614
2018;11;03;06;7,335;2,243;płynny;0,96;94;17.049640;51.123614
2018;11;03;07;9,151;1,788;płynny;0,41;94;17.049640;51.123614
2018;11;03;08;9,052;1,862;płynny;0,84;95;17.049640;51.123614
2018;11;03;09;8,951;2,230;płynny;1,38;95;17.049640;51.123614
2018;11;03;10;9,059;2,062;płynny;0,49;94;17.049640;51.123614
2018;11;03;11;9,168;1,602;;;92;17.049640;51.123614
2018;11;03;12;9,405;1,382;;;90;17.049640;51.123614
2018;11;03;13;9,504;1,622;;;90;17.049640;51.123614
2018;11;03;14;9,560;1,833;;;90;17.049640;51.123614
2018;11;03;15;9,497;1,874;;;91;17.049640;51.123614
2018;11;03;16;9,471;1,642;;;91;17.049640;51.123614
2018;11;03;17;9,464;1,808;;;91;17.049640;51.123614
2018;11;03;18;9,342;2,016;;;91;17.049640;51.123614
2018;11;03;19;9,329;2,278;;;90;17.049640;51.123614
2018;11;03;20;9,317;2,380;;;90;17.049640;51.123614
2018;11;03;21;9,185;2,529;;;90;17.049640;51.123614
2018;11;03;22;9,024;2,694;;;91;17.049640;51.123614
2018;11;03;23;9,013;2,832;;;91;17.049640;51.123614
2018;11;04;00;9,054;2,816;;;92;17.049640;51.123614
2018;11;04;01;9,235;2,777;;;92;17.049640;51.123614
2018;11;04;02;9,386;2,946;;;92;17.049640;51.123614
2018;11;04;03;9,385;3,145;;;92;17.049640;51.123614
2018;11;04;04;8,467;3,179;;;91;17.049640;51.123614
2018;11;04;05;8,583;3,353;;;91;17.049640;51.123614
2018;11;04;06;8,953;3,385;;;91;17.049640;51.123614
2018;11;04;07;8,924;3,558;;;91;17.049640;51.123614
2018;11;04;08;8,616;3,510;;;92;17.049640;51.123614
2018;11;04;09;8,739;3,147;;;92;17.049640;51.123614
2018;11;04;10;9,285;3,118;;;92;17.049640;51.123614
2018;11;04;11;9,428;3,531;;;96;17.049640;51.123614
2018;11;04;12;9,838;3,641;;;95;17.049640;51.123614
2018;11;04;13;10,472;3,435;;;93;17.049640;51.123614
2018;11;04;14;9,858;3,574;;;98;17.049640;51.123614
2018;11;04;15;9,471;3,430;;;99;17.049640;51.123614
2018;11;04;16;9,553;3,223;;;98;17.049640;51.123614
2018;11;04;17;9,225;2,920;;;100;17.049640;51.123614
2018;11;04;18;10,029;3,341;;;98;17.049640;51.123614
2018;11;04;19;10,049;3,502;;;97;17.049640;51.123614
2018;11;04;20;10,355;4,034;;;95;17.049640;51.123614
2018;11;04;21;10,242;4,359;;;93;17.049640;51.123614
2018;11;04;22;9,835;4,347;;;95;17.049640;51.123614
2018;11;04;23;9,578;4,031;;;95;17.049640;51.123614
2018;11;05;00;9,794;3,897;;;92;17.049640;51.123614
2018;11;05;01;10,075;4,008;;;84;17.049640;51.123614
2018;11;05;02;9,551;4,239;;;77;17.049640;51.123614
2018;11;05;03;8,956;4,208;;;76;17.049640;51.123614
2018;11;05;04;7,723;3,789;;;96;17.049640;51.123614
2018;11;05;05;7,872;4,012;;;94;17.049640;51.123614
2018;11;05;06;9,160;4,057;;;89;17.049640;51.123614
2018;11;05;07;9,072;3,736;;;86;17.049640;51.123614
2018;11;05;08;9,032;3,650;;;85;17.049640;51.123614
2018;11;05;09;10,600;2,733;;;74;17.049640;51.123614
2018;11;05;10;12,154;2,023;;;66;17.049640;51.123614
2018;11;05;11;14,024;2,112;;;58;17.049640;51.123614
2018;11;05;12;15,375;2,338;;;53;17.049640;51.123614
2018;11;05;13;16,615;2,797;;;49;17.049640;51.123614
2018;11;05;14;17,388;2,663;;;47;17.049640;51.123614
2018;11;05;15;17,465;3,398;;;46;17.049640;51.123614
2018;11;05;16;15,317;4,579;;;47;17.049640;51.123614
2018;11;05;17;13,966;4,981;;;50;17.049640;51.123614
2018;11;05;18;13,582;4,938;;;49;17.049640;51.123614
2018;11;05;19;13,119;4,791;;;50;17.049640;51.123614
2018;11;05;20;12,705;4,717;;;53;17.049640;51.123614
2018;11;05;21;11,773;4,393;;;58;17.049640;51.123614
2018;11;05;22;11,006;4,408;;;61;17.049640;51.123614
2018;11;05;23;10,420;4,286;;;62;17.049640;51.123614
2018;11;06;00;9,757;4,150;;;63;17.049640;51.123614
2018;11;06;01;9,288;4,054;;;65;17.049640;51.123614
2018;11;06;02;8,386;4,078;;;67;17.049640;51.123614
2018;11;06;03;8,213;4,097;;;69;17.049640;51.123614
2018;11;06;04;8,616;4,020;;;76;17.049640;51.123614
2018;11;06;05;8,985;4,111;;;74;17.049640;51.123614
2018;11;06;06;9,518;4,481;;;72;17.049640;51.123614
2018;11;06;07;10,211;4,496;;;74;17.049640;51.123614
2018;11;06;08;10,985;4,455;;;75;17.049640;51.123614
2018;11;06;09;13,275;4,363;;;66;17.049640;51.123614
2018;11;06;10;15,037;4,070;;;59;17.049640;51.123614
2018;11;06;11;16,410;4,557;;;56;17.049640;51.123614
2018;11;06;12;16,989;5,550;;;55;17.049640;51.123614
2018;11;06;13;17,451;5,633;;;54;17.049640;51.123614
2018;11;06;14;17,584;5,136;;;55;17.049640;51.123614
2018;11;06;15;17,215;4,414;;;56;17.049640;51.123614
2018;11;06;16;15,647;5,075;;;59;17.049640;51.123614
2018;11;06;17;14,680;5,346;;;59;17.049640;51.123614
2018;11;06;18;14,126;5,028;;;59;17.049640;51.123614
2018;11;06;19;13,457;4,747;;;58;17.049640;51.123614
2018;11;06;20;12,848;4,695;;;57;17.049640;51.123614
2018;11;06;21;12,496;4,777;;;56;17.049640;51.123614
2018;11;06;22;12,003;4,451;;;57;17.049640;51.123614
2018;11;06;23;11,488;4,563;;;58;17.049640;51.123614
2018;11;07;00;11,124;4,425;;;60;17.049640;51.123614
2018;11;07;01;10,707;4,266;;;62;17.049640;51.123614
2018;11;07;02;10,300;4,308;;;63;17.049640;51.123614
2018;11;07;03;9,841;4,313;;;64;17.049640;51.123614
2018;11;07;04;9,633;4,369;;;65;17.049640;51.123614
2018;11;07;05;10,423;4,753;;;61;17.049640;51.123614
2018;11;07;06;10,329;4,488;;;59;17.049640;51.123614
2018;11;07;07;10,200;4,208;;;61;17.049640;51.123614
2018;11;07;08;10,287;4,219;;;62;17.049640;51.123614
2018;11;07;09;12,014;4,312;;;60;17.049640;51.123614
2018;11;07;10;13,100;4,788;;;60;17.049640;51.123614
2018;11;07;11;14,022;5,910;;;60;17.049640;51.123614
2018;11;07;12;14,589;5,924;;;59;17.049640;51.123614
2018;11;07;13;15,164;5,532;;;60;17.049640;51.123614
2018;11;07;14;15,436;4,999;;;60;17.049640;51.123614
2018;11;07;15;15,133;4,480;;;61;17.049640;51.123614
2018;11;07;16;14,231;4,610;;;65;17.049640;51.123614
2018;11;07;17;13,620;4,912;;;66;17.049640;51.123614
2018;11;07;18;13,062;5,092;;;68;17.049640;51.123614
2018;11;07;19;12,676;4,800;;;69;17.049640;51.123614
2018;11;07;20;12,452;4,660;;;69;17.049640;51.123614
2018;11;07;21;12,222;4,398;;;69;17.049640;51.123614
2018;11;07;22;11,809;4,137;;;71;17.049640;51.123614
2018;11;07;23;11,455;4,145;;;73;17.049640;51.123614
2018;11;08;00;11,164;4,070;;;74;17.049640;51.123614
2018;11;08;01;10,850;3,952;;;75;17.049640;51.123614
2018;11;08;02;10,331;3,602;;;77;17.049640;51.123614
2018;11;08;03;9,665;3,036;;;80;17.049640;51.123614
2018;11;08;04;8,136;2,153;;;87;17.049640;51.123614
2018;11;08;05;7,628;1,016;;;90;17.049640;51.123614
2018;11;08;06;7,458;0,895;;;89;17.049640;51.123614
2018;11;08;07;8,461;2,088;;;89;17.049640;51.123614
2018;11;08;08;8,488;2,561;;;89;17.049640;51.123614
2018;11;08;09;9,153;1,815;;;84;17.049640;51.123614
2018;11;08;10;11,073;2,210;;;76;17.049640;51.123614
2018;11;08;11;12,005;3,004;;;67;17.049640;51.123614
2018;11;08;12;12,563;2,879;;;64;17.049640;51.123614
2018;11;08;13;12,852;2,915;;;63;17.049640;51.123614
2018;11;08;14;12,562;2,789;;;65;17.049640;51.123614
2018;11;08;15;11,973;2,637;;;69;17.049640;51.123614
2018;11;08;16;11,169;2,258;;;72;17.049640;51.123614
2018;11;08;17;10,585;2,163;;;75;17.049640;51.123614
2018;11;08;18;10,233;2,269;;;79;17.049640;51.123614
2018;11;08;19;10,035;2,628;;;82;17.049640;51.123614
2018;11;08;20;9,555;2,340;;;85;17.049640;51.123614
2018;11;08;21;9,145;2,048;;;87;17.049640;51.123614
2018;11;08;22;9,275;1,946;;;88;17.049640;51.123614
2018;11;08;23;9,320;1,889;;;89;17.049640;51.123614
2018;11;09;00;9,213;1,960;;;91;17.049640;51.123614
2018;11;09;01;8,336;2,252;;;95;17.049640;51.123614
2018;11;09;02;7,493;2,174;;;97;17.049640;51.123614
2018;11;09;03;6,287;1,960;;;100;17.049640;51.123614
2018;11;09;04;7,170;0,731;;;98;17.049640;51.123614
2018;11;09;05;6,803;0,511;;;99;17.049640;51.123614
2018;11;09;06;5,404;0,660;;;100;17.049640;51.123614
2018;11;09;07;5,862;0,957;;;100;17.049640;51.123614
2018;11;09;08;6,154;1,390;;;100;17.049640;51.123614
2018;11;09;09;5,877;1,308;;;100;17.049640;51.123614
2018;11;09;10;5,811;1,245;;;100;17.049640;51.123614
2018;11;09;11;5,706;1,539;;;100;17.049640;51.123614
2018;11;09;12;5,755;1,838;;;100;17.049640;51.123614
2018;11;09;13;5,659;2,040;;;100;17.049640;51.123614
2018;11;09;14;5,495;2,042;;;100;17.049640;51.123614
2018;11;09;15;5,731;1,966;;;100;17.049640;51.123614
2018;11;09;16;6,893;2,156;;;95;17.049640;51.123614
2018;11;09;17;7,578;2,181;;;92;17.049640;51.123614
2018;11;09;18;8,210;2,352;;;91;17.049640;51.123614
2018;11;09;19;9,092;2,248;;;86;17.049640;51.123614
2018;11;09;20;9,094;2,238;;;86;17.049640;51.123614
2018;11;09;21;8,741;2,354;;;87;17.049640;51.123614
2018;11;09;22;8,682;2,739;;;87;17.049640;51.123614
2018;11;09;23;8,989;3,140;;;86;17.049640;51.123614
2018;11;10;00;8,771;3,219;;;86;17.049640;51.123614
2018;11;10;01;8,474;2,883;;;88;17.049640;51.123614
2018;11;10;02;8,638;3,008;;;87;17.049640;51.123614
2018;11;10;03;9,138;2,947;;;86;17.049640;51.123614
2018;11;10;04;8,127;2,355;;;93;17.049640;51.123614
2018;11;10;05;8,229;2,478;;;91;17.049640;51.123614
2018;11;10;06;8,008;2,876;;;92;17.049640;51.123614
2018;11;10;07;8,291;3,572;;;88;17.049640;51.123614
2018;11;10;08;8,590;4,089;;;84;17.049640;51.123614
2018;11;10;09;9,577;3,820;;;80;17.049640;51.123614
2018;11;10;10;10,803;3,847;;;74;17.049640;51.123614
2018;11;10;11;11,683;3,481;;;70;17.049640;51.123614
2018;11;10;12;12,425;3,463;;;67;17.049640;51.123614
2018;11;10;13;12,901;3,727;;;65;17.049640;51.123614
2018;11;10;14;12,872;4,112;;;65;17.049640;51.123614
2018;11;10;15;12,340;4,151;;;66;17.049640;51.123614
2018;11;10;16;10,979;4,446;;;69;17.049640;51.123614
2018;11;10;17;9,856;4,240;;;73;17.049640;51.123614
2018;11;10;18;9,171;4,605;;;75;17.049640;51.123614
2018;11;10;19;8,968;4,773;;;76;17.049640;51.123614
2018;11;10;20;8,769;4,455;;;77;17.049640;51.123614
2018;11;10;21;8,529;3,913;;;79;17.049640;51.123614
2018;11;10;22;8,492;4,238;;;79;17.049640;51.123614
2018;11;10;23;8,164;4,024;;;81;17.049640;51.123614
2018;11;11;00;7,606;3,616;;;83;17.049640;51.123614
2018;11;11;01;7,284;3,331;;;84;17.049640;51.123614
2018;11;11;02;7,147;3,331;;;84;17.049640;51.123614
2018;11;11;03;7,171;3,425;;;84;17.049640;51.123614
2018;11;11;04;5,434;3,603;;;89;17.049640;51.123614
2018;11;11;05;6,234;4,086;;;84;17.049640;51.123614
2018;11;11;06;5,738;3,788;;;84;17.049640;51.123614
2018;11;11;07;7,054;3,973;;;83;17.049640;51.123614
2018;11;11;08;7,270;3,724;;;84;17.049640;51.123614
2018;11;11;09;8,232;3,102;;;80;17.049640;51.123614
2018;11;11;10;9,264;2,640;;;76;17.049640;51.123614
2018;11;11;11;10,568;2,764;;;71;17.049640;51.123614
2018;11;11;12;11,115;3,099;;;67;17.049640;51.123614
2018;11;11;13;11,597;2,828;;;65;17.049640;51.123614
2018;11;11;14;12,091;2,381;;;63;17.049640;51.123614
2018;11;11;15;11,862;2,700;;;64;17.049640;51.123614
2018;11;11;16;11,494;2,806;;;66;17.049640;51.123614
2018;11;11;17;10,072;2,834;płynny;0,34;77;17.049640;51.123614
2018;11;11;18;9,988;3,365;;;81;17.049640;51.123614
2018;11;11;19;9,060;3,340;;;80;17.049640;51.123614
2018;11;11;20;8,344;2,961;;;80;17.049640;51.123614
2018;11;11;21;7,908;3,161;;;78;17.049640;51.123614
2018;11;11;22;6,731;3,062;;;77;17.049640;51.123614
2018;11;11;23;5,881;3,260;;;79;17.049640;51.123614
2018;11;12;00;4,694;3,431;;;81;17.049640;51.123614
2018;11;12;01;6,980;3,385;;;78;17.049640;51.123614
2018;11;12;02;7,296;3,421;;;77;17.049640;51.123614
2018;11;12;03;7,614;3,533;;;76;17.049640;51.123614
2018;11;12;04;6,335;3,057;;;85;17.049640;51.123614
2018;11;12;05;5,053;3,054;;;88;17.049640;51.123614
2018;11;12;06;5,288;3,136;;;85;17.049640;51.123614
2018;11;12;07;7,763;3,597;;;81;17.049640;51.123614
2018;11;12;08;8,465;3,429;;;78;17.049640;51.123614
2018;11;12;09;10,285;2,976;;;74;17.049640;51.123614
2018;11;12;10;12,617;3,141;;;72;17.049640;51.123614
2018;11;12;11;14,054;3,423;;;67;17.049640;51.123614
2018;11;12;12;14,388;3,150;;;67;17.049640;51.123614
2018;11;12;13;15,200;4,399;;;64;17.049640;51.123614
2018;11;12;14;14,973;4,918;;;64;17.049640;51.123614
2018;11;12;15;13,710;5,013;;;70;17.049640;51.123614
2018;11;12;16;12,262;5,867;;;75;17.049640;51.123614
2018;11;12;17;11,370;5,681;;;77;17.049640;51.123614
2018;11;12;18;10,937;5,287;;;79;17.049640;51.123614
2018;11;12;19;10,380;4,601;;;81;17.049640;51.123614
2018;11;12;20;9,917;4,100;;;83;17.049640;51.123614
2018;11;12;21;9,345;3,824;;;85;17.049640;51.123614
2018;11;12;22;8,950;3,224;;;87;17.049640;51.123614
2018;11;12;23;8,353;3,042;;;87;17.049640;51.123614
2018;11;13;00;7,426;2,496;;;86;17.049640;51.123614
2018;11;13;01;7,560;2,981;;;83;17.049640;51.123614
2018;11;13;02;7,752;3,200;;;81;17.049640;51.123614
2018;11;13;03;8,305;3,700;;;82;17.049640;51.123614
2018;11;13;04;7,057;2,762;;;94;17.049640;51.123614
2018;11;13;05;8,254;3,365;;;84;17.049640;51.123614
2018;11;13;06;8,474;3,870;;;84;17.049640;51.123614
2018;11;13;07;10,147;3,641;;;84;17.049640;51.123614
2018;11;13;08;9,821;3,600;;;87;17.049640;51.123614
2018;11;13;09;10,546;2,893;;;84;17.049640;51.123614
2018;11;13;10;11,301;2,173;;;82;17.049640;51.123614
2018;11;13;11;12,205;2,088;;;76;17.049640;51.123614
2018;11;13;12;13,445;2,632;;;72;17.049640;51.123614
2018;11;13;13;13,511;2,812;;;71;17.049640;51.123614
2018;11;13;14;12,731;3,604;;;72;17.049640;51.123614
2018;11;13;15;11,692;4,959;płynny;0,10;78;17.049640;51.123614
2018;11;13;16;10,163;5,027;płynny;0,77;88;17.049640;51.123614
2018;11;13;17;9,569;4,472;płynny;1,58;92;17.049640;51.123614
2018;11;13;18;9,723;4,793;płynny;0,20;88;17.049640;51.123614
2018;11;13;19;8,914;5,160;;;86;17.049640;51.123614
2018;11;13;20;8,763;5,435;;;85;17.049640;51.123614
2018;11;13;21;8,589;5,580;;;85;17.049640;51.123614
2018;11;13;22;8,555;5,919;;;86;17.049640;51.123614
2018;11;13;23;7,693;6,235;;;86;17.049640;51.123614
2018;11;14;00;7,308;5,851;;;87;17.049640;51.123614
2018;11;14;01;6,805;5,798;;;83;17.049640;51.123614
2018;11;14;02;7,457;5,581;;;83;17.049640;51.123614
2018;11;14;03;7,644;5,281;płynny;0,03;85;17.049640;51.123614
2018;11;14;04;6,901;4,920;;;86;17.049640;51.123614
2018;11;14;05;6,690;4,940;;;86;17.049640;51.123614
2018;11;14;06;6,478;4,985;;;88;17.049640;51.123614
2018;11;14;07;6,446;5,009;;;88;17.049640;51.123614
2018;11;14;08;6,331;5,297;;;89;17.049640;51.123614
2018;11;14;09;6,794;4,784;;;87;17.049640;51.123614
2018;11;14;10;7,447;4,439;;;85;17.049640;51.123614
2018;11;14;11;8,300;4,140;;;82;17.049640;51.123614
2018;11;14;12;9,060;3,876;;;79;17.049640;51.123614
2018;11;14;13;9,478;3,633;;;78;17.049640;51.123614
2018;11;14;14;9,668;3,186;;;77;17.049640;51.123614
2018;11;14;15;9,659;2,645;;;77;17.049640;51.123614
2018;11;14;16;9,457;2,342;;;78;17.049640;51.123614
2018;11;14;17;9,236;2,500;;;79;17.049640;51.123614
2018;11;14;18;8,743;2,539;;;82;17.049640;51.123614
2018;11;14;19;7,828;2,599;;;83;17.049640;51.123614
2018;11;14;20;7,469;2,539;;;83;17.049640;51.123614
2018;11;14;21;5,793;2,415;;;86;17.049640;51.123614
2018;11;14;22;7,086;2,171;;;87;17.049640;51.123614
2018;11;14;23;6,966;1,736;;;87;17.049640;51.123614
2018;11;15;00;5,803;1,456;;;88;17.049640;51.123614
2018;11;15;01;6,307;1,740;;;88;17.049640;51.123614
2018;11;15;02;6,641;1,618;;;87;17.049640;51.123614
2018;11;15;03;6,374;1,497;;;87;17.049640;51.123614
2018;11;15;04;4,342;0,586;;;95;17.049640;51.123614
2018;11;15;05;4,065;0,653;;;96;17.049640;51.123614
2018;11;15;06;3,639;0,855;;;97;17.049640;51.123614
2018;11;15;07;2,621;0,982;;;100;17.049640;51.123614
2018;11;15;08;2,782;1,018;;;100;17.049640;51.123614
2018;11;15;09;2,184;1,318;;;100;17.049640;51.123614
2018;11;15;10;2,337;1,593;;;100;17.049640;51.123614
2018;11;15;11;3,111;1,802;;;99;17.049640;51.123614
2018;11;15;12;3,217;1,924;;;99;17.049640;51.123614
2018;11;15;13;3,039;1,920;;;100;17.049640;51.123614
2018;11;15;14;2,779;2,013;;;100;17.049640;51.123614
2018;11;15;15;2,447;2,300;;;100;17.049640;51.123614
2018;11;15;16;1,913;2,181;;;100;17.049640;51.123614
2018;11;15;17;2,069;1,933;;;100;17.049640;51.123614
2018;11;15;18;2,929;1,587;;;98;17.049640;51.123614
2018;11;15;19;3,334;2,360;płynny;0,05;98;17.049640;51.123614
2018;11;15;20;3,188;2,487;;;98;17.049640;51.123614
2018;11;15;21;2,707;2,550;;;98;17.049640;51.123614
2018;11;15;22;2,865;1,923;;;95;17.049640;51.123614
2018;11;15;23;3,276;2,143;;;94;17.049640;51.123614
2018;11;16;00;3,467;2,775;płynny;0,09;93;17.049640;51.123614
2018;11;16;01;3,531;2,461;płynny;0,05;92;17.049640;51.123614
2018;11;16;02;3,440;2,478;;;92;17.049640;51.123614
2018;11;16;03;3,293;2,221;;;93;17.049640;51.123614
2018;11;16;04;3,853;3,419;;;81;17.049640;51.123614
2018;11;16;05;3,237;3,403;;;85;17.049640;51.123614
2018;11;16;06;2,586;3,407;;;88;17.049640;51.123614
2018;11;16;07;2,374;3,370;;;89;17.049640;51.123614
2018;11;16;08;2,159;3,357;;;90;17.049640;51.123614
2018;11;16;09;2,841;3,233;;;87;17.049640;51.123614
2018;11;16;10;3,714;3,252;;;83;17.049640;51.123614
2018;11;16;11;4,590;3,032;;;76;17.049640;51.123614
2018;11;16;12;4,984;3,405;;;69;17.049640;51.123614
2018;11;16;13;4,849;3,931;;;69;17.049640;51.123614
2018;11;16;14;4,169;4,295;;;70;17.049640;51.123614
2018;11;16;15;3,866;3,843;;;71;17.049640;51.123614
2018;11;16;16;3,874;4,238;;;71;17.049640;51.123614
2018;11;16;17;1,052;4,677;;;80;17.049640;51.123614
2018;11;16;18;1,474;4,463;;;80;17.049640;51.123614
2018;11;16;19;-0,364;4,823;;;86;17.049640;51.123614
2018;11;16;20;-0,326;4,097;;;86;17.049640;51.123614
2018;11;16;21;-0,148;4,003;;;84;17.049640;51.123614
2018;11;16;22;-1,512;3,958;;;88;17.049640;51.123614
2018;11;16;23;0,812;3,749;;;87;17.049640;51.123614
2018;11;17;00;0,309;3,647;;;89;17.049640;51.123614
2018;11;17;01;-0,746;3,331;;;90;17.049640;51.123614
2018;11;17;02;-0,739;3,127;;;92;17.049640;51.123614
2018;11;17;03;-1,679;2,780;;;95;17.049640;51.123614
2018;11;17;04;1,180;3,376;;;86;17.049640;51.123614
2018;11;17;05;0,799;3,484;;;88;17.049640;51.123614
2018;11;17;06;0,437;3,208;;;88;17.049640;51.123614
2018;11;17;07;0,205;3,013;;;87;17.049640;51.123614
2018;11;17;08;-0,181;3,035;;;87;17.049640;51.123614
2018;11;17;09;0,068;2,972;;;81;17.049640;51.123614
2018;11;17;10;0,921;2,771;;;70;17.049640;51.123614
2018;11;17;11;2,127;2,751;;;59;17.049640;51.123614
2018;11;17;12;3,113;2,628;;;52;17.049640;51.123614
2018;11;17;13;3,802;3,076;;;46;17.049640;51.123614
2018;11;17;14;4,076;3,614;;;42;17.049640;51.123614
2018;11;17;15;3,683;3,643;;;42;17.049640;51.123614
2018;11;17;16;2,478;3,658;;;47;17.049640;51.123614
2018;11;17;17;1,560;3,487;;;51;17.049640;51.123614
2018;11;17;18;0,485;3,165;;;55;17.049640;51.123614
2018;11;17;19;0,675;2,549;;;57;17.049640;51.123614
2018;11;17;20;0,359;2,039;;;57;17.049640;51.123614
2018;11;17;21;0,091;1,823;;;56;17.049640;51.123614
2018;11;17;22;-0,023;1,702;;;55;17.049640;51.123614
2018;11;17;23;-0,161;1,723;;;53;17.049640;51.123614
2018;11;18;00;-0,486;1,575;;;54;17.049640;51.123614
2018;11;18;01;-0,911;1,576;;;56;17.049640;51.123614
2018;11;18;02;-1,331;1,564;;;58;17.049640;51.123614
2018;11;18;03;-1,478;1,512;;;59;17.049640;51.123614
2018;11;18;04;-0,698;1,876;;;52;17.049640;51.123614
2018;11;18;05;-0,809;1,374;;;53;17.049640;51.123614
2018;11;18;06;-0,938;0,823;;;53;17.049640;51.123614
2018;11;18;07;-0,976;1,255;;;53;17.049640;51.123614
2018;11;18;08;-1,067;1,793;;;53;17.049640;51.123614
2018;11;18;09;-0,479;1,251;;;50;17.049640;51.123614
2018;11;18;10;0,467;0,212;;;46;17.049640;51.123614
2018;11;18;11;1,140;1,026;;;43;17.049640;51.123614
2018;11;18;12;1,683;2,057;;;43;17.049640;51.123614
2018;11;18;13;1,859;2,205;;;43;17.049640;51.123614
2018;11;18;14;1,868;2,299;;;44;17.049640;51.123614
2018;11;18;15;1,716;2,086;;;46;17.049640;51.123614
2018;11;18;16;1,653;2,117;;;46;17.049640;51.123614
2018;11;18;17;1,494;2,568;;;48;17.049640;51.123614
2018;11;18;18;-0,633;2,441;zmrożony;0,20;95;17.049640;51.123614
2018;11;18;19;-0,681;2,266;zmrożony;0,37;95;17.049640;51.123614
2018;11;18;20;-0,020;2,054;płynny;0,06;92;17.049640;51.123614
2018;11;18;21;-0,072;1,934;;;97;17.049640;51.123614
2018;11;18;22;0,128;1,623;płynny;0,16;100;17.049640;51.123614
2018;11;18;23;0,428;1,739;płynny;0,39;100;17.049640;51.123614
